Interval=,0.1 s,,,,,,,
113,83.4,134.1,89.95,75,75.85,2.07E-09,3.94E-09,
113.1,79.25,134,90,75,76,2.50E-09,2.32E-09,
113.2,78.15,134,90,75,76,2.14E-09,2.24E-09,
113.3,77.15,134,90,75,76,1.72E-09,2.09E-09,
113.4,118.6,134,90,75,76,3.55E-09,5.32E-09,
113.5,107.1,134,90,75,76,3.95E-09,1.01E-08,
113.6,94.2,134,90,75,76,3.26E-09,5.20E-09,
113.7,91.35,134,90,75,76,2.25E-09,3.60E-09,
113.8,88,132.7,90,75.65,73.4,2.15E-09,3.80E-09,
113.9,81,132,90,76,72,1.97E-09,3.04E-09,
114,79.1,132,90,76,72,1.79E-09,2.43E-09,
114.1,78.05,132,90,76,72,1.98E-09,2.49E-09,
114.2,88.55,132,90,76,72,1.61E-09,2.43E-09,
114.3,121.6,132,90,76,72,5.09E-09,1.18E-08,
114.4,95.5,132,90,76,72,4.42E-09,5.61E-09,
114.5,89.25,132,90,76,72,1.82E-09,3.10E-09,
114.6,90.8,132.1,90.1,75.9,71.8,2.27E-09,3.62E-09,
114.7,82.75,133,91,75,70,2.66E-09,3.11E-09,
114.8,79.5,133,91,75,70,1.86E-09,2.22E-09,
114.9,78.75,133,91,75,70,2.25E-09,2.81E-09,
115,83.65,133,91,75,70,1.60E-09,2.65E-09,
115.1,123.6,133,91,75,70,5.78E-09,9.02E-09,
115.2,98.3,136,91,75,70,4.44E-09,7.39E-09,
115.3,90.1,138,91,75.65,70,1.93E-09,5.20E-09,
115.4,93,138,91,76,70,2.56E-09,4.25E-09,
115.5,85.45,138,91,76,70,1.69E-09,4.18E-09,
115.6,82,138,91,76,70,2.03E-09,2.30E-09,
115.7,81.75,138,91,76,70,1.82E-09,2.72E-09,
115.8,92,138,91,76,70,2.00E-09,3.62E-09,
115.9,128.8,138,91,76,70,6.37E-09,9.93E-09,
116,103.9,138,91,76,70,3.84E-09,8.11E-09,
116.1,93.3,138,91,76,70,2.93E-09,3.60E-09,
116.2,93.95,138,91,76,70,1.81E-09,4.38E-09,
116.3,86.7,138,91,76,70,1.55E-09,3.41E-09,
116.4,82.35,138,91,76,70,2.38E-09,2.45E-09,
116.5,81.55,136.7,91,76,70,2.15E-09,2.71E-09,
116.6,87.75,136,91,76,70,2.50E-09,2.73E-09,
116.7,127.35,136,91,76,70,5.42E-09,1.04E-08,
116.8,106.55,136,91,76,70,4.42E-09,1.20E-08,
116.9,95.6,136,91,76,70,2.23E-09,6.69E-09,
117,97.05,136,91,76,70,2.13E-09,5.25E-09,
117.1,89.45,137.5,91.1,76.5,72.1,1.96E-09,2.84E-09,
117.2,84.5,139,93,77,76,2.20E-09,2.86E-09,
117.3,83.4,139,93,77,76,2.83E-09,2.70E-09,
117.4,81.5,139,93,77,76,2.04E-09,3.12E-09,
117.5,110.05,139,93,77,76,2.79E-09,7.21E-09,
117.6,120.85,139,93,77,76,5.72E-09,1.39E-08,
117.7,104.9,139,93,77,76,3.14E-09,6.61E-09,
117.8,96.45,139,93,77,76,2.42E-09,4.28E-09,
117.9,96.55,139,93.8,79,75.2,2.23E-09,6.58E-09,
118,88.3,139,95,82,74,2.34E-09,4.11E-09,
118.1,85.15,139,95,82,74,2.28E-09,2.86E-09,
118.2,83.95,139,95,82,74,1.84E-09,2.74E-09,
118.3,82.25,139,95,82,74,2.51E-09,2.72E-09,
118.4,118.9,139,95,82,74,3.38E-09,5.86E-09,
118.5,114.55,139,95,82,74,6.05E-09,9.96E-09,
118.6,100.7,139,95,82,74,3.23E-09,6.49E-09,
118.7,97.8,139,95,82,74,2.24E-09,4.71E-09,
118.8,94.8,135.7,95,81.15,70.6,1.69E-09,6.40E-09,
118.9,87.6,135,95,81,70,2.43E-09,3.07E-09,
119,85.6,135,95,81,70,1.96E-09,2.81E-09,
119.1,84.55,135,95,81,70,1.83E-09,2.63E-09,
119.2,92.75,135,95,81,70,2.03E-09,2.88E-09,
119.3,127.65,135,95,81,70,5.24E-09,1.01E-08,
119.4,104.45,135,95,81,70,4.13E-09,8.46E-09,
119.5,95.65,135,95,81,70,2.08E-09,4.26E-09,
119.6,98.8,135.1,95.1,81,69.9,1.45E-09,4.62E-09,
119.7,90.3,137,97,81,68,2.08E-09,4.04E-09,
119.8,87.1,137,97,81,68,2.18E-09,2.20E-09,
119.9,86,137,97,81,68,2.34E-09,2.30E-09,
120,86.4,137,97,81,68,2.06E-09,3.29E-09,
120.1,126.3,137,97,81,68,4.31E-09,7.01E-09,
120.2,110.9,137,97,81,68,5.14E-09,1.09E-08,
120.3,99.25,137,97,81,68,3.10E-09,4.84E-09,
120.4,100.05,137,97,81,68,2.22E-09,5.88E-09,
120.5,93.65,137,97,81,68,2.49E-09,4.21E-09,
120.6,88.35,137,97,81,68,2.41E-09,3.91E-09,
120.7,87.05,138.4,97,81,69.4,2.16E-09,2.69E-09,
120.8,84.9,139,97,81,70,1.89E-09,2.69E-09,
120.9,110.65,139,97,81,70,2.65E-09,2.91E-09,
121,125,139,97,81,70,5.62E-09,9.97E-09,
121.1,109.05,139,97,81,70,3.18E-09,7.34E-09,
121.2,99.8,139,97,81,70,2.10E-09,4.70E-09,
121.3,100.2,139.75,97,81.75,70.5,1.73E-09,4.72E-09,
121.4,92,142,97,84,72,3.00E-09,2.71E-09,
121.5,89.05,142,97,84,72,2.71E-09,2.51E-09,
121.6,88,142,97,84,72,2.21E-09,2.81E-09,
121.7,86.9,142,97,84,72,1.76E-09,2.01E-09,
121.8,128.1,142,97,84,72,3.60E-09,3.50E-09,
121.9,119.5,142,97,84,72,5.89E-09,1.26E-08,
122,106.5,142,97,84,72,3.31E-09,5.75E-09,
122.1,103.2,142,97,84,72,2.34E-09,4.83E-09,
122.2,98.85,142,97.85,84,71.15,2.63E-09,4.78E-09,
122.3,92.1,142,98,84,71,2.46E-09,3.50E-09,
122.4,89.7,142,98,84,71,1.88E-09,3.34E-09,
122.5,88.7,142,98,84,71,2.40E-09,3.45E-09,
122.6,86.85,142,98,84,71,2.40E-09,2.67E-09,
122.7,128.4,142,98,84,71,3.63E-09,7.56E-09,
122.8,118.9,142,98,84,71,5.37E-09,8.39E-09,
122.9,105.55,142,98,84,71,3.75E-09,5.88E-09,
123,103.75,142,98.3,84,70.7,2.30E-09,7.19E-09,
123.1,99.15,142,100,84,69,2.20E-09,4.20E-09,
123.2,92.5,142,100,84,69,3.03E-09,3.99E-09,#* co2 34 
123.3,90.8,142,100,84,69,2.82E-09,3.14E-09,
123.4,89.5,142,100,84,69,2.47E-09,3.80E-09,
123.5,91.45,142,100,84,69,2.29E-09,2.61E-09,
123.6,131.95,142,100,84,69,5.56E-09,1.28E-08,
123.7,111.75,142,100,84,69,4.30E-09,7.99E-09,
123.8,100.35,142,100,84,69,3.14E-09,5.63E-09,
123.9,103.6,141.9,100.15,84.15,68.55,2.04E-09,5.84E-09,
124,95.75,142,101,85,66,2.16E-09,3.91E-09,
124.1,91.35,142,101,85,66,2.96E-09,3.61E-09,
124.2,90.05,142,101,85,66,2.60E-09,3.01E-09,
124.3,88.5,142,101,85,66,1.84E-09,3.51E-09,
124.4,109.8,142,101,85,66,3.21E-09,3.77E-09,
124.5,128.35,142,101,85,66,5.72E-09,9.13E-09,
124.6,108.35,142,101,85,66,3.50E-09,5.72E-09,
124.7,102.6,142,101,85,66,2.35E-09,4.74E-09,
124.8,102.7,143.05,101.35,85.35,66.7,2.08E-09,3.21E-09,
124.9,94.7,145,102,86,68,2.15E-09,4.06E-09,
125,91.6,145,102,86,68,2.81E-09,3.11E-09,
125.1,90.5,145,102,86,68,2.81E-09,3.78E-09,
125.2,89.5,145,102,86,68,2.38E-09,2.81E-09,
125.3,131.7,145,102,86,68,3.48E-09,7.31E-09,
125.4,120.7,145,102,86,68,4.38E-09,5.45E-09,
125.5,106.95,145,102,86,68,3.85E-09,5.33E-09,
125.6,104.7,145,102,86,68,1.40E-09,5.25E-09,
125.7,99.65,145,102,86,68,2.56E-09,4.51E-09,
125.8,93.25,145,102,86,68,2.98E-09,3.11E-09,
125.9,90.7,145.95,101.05,86.95,69.9,3.00E-09,3.42E-09,
126,89.4,146,101,87,70,2.51E-09,3.00E-09,
126.1,86.6,146,101,87,70,2.49E-09,2.43E-09,
126.2,115.6,146,101,87,70,2.97E-09,4.22E-09,
126.3,129.95,146,101,87,70,6.78E-09,8.08E-09,
126.4,113.6,146,101,87,70,4.31E-09,7.56E-09,
126.5,115.05,146,101.2,87.2,70,3.07E-09,3.04E-09,
126.6,115.35,146,102,88,70,2.64E-09,5.95E-09,
126.7,115.45,146,102,88,70,2.41E-09,4.06E-09,
126.8,115.3,146,102,88,70,1.96E-09,3.06E-09,
126.9,115.4,146,102,88,70,2.40E-09,2.82E-09,
127,115.4,146,102,88,70,1.58E-09,2.57E-09,
127.1,115.45,146,102,88,70,2.25E-09,2.94E-09,
127.2,115.55,146,102,88,70,5.16E-09,1.00E-08,
127.3,114.55,146,102,88,70,4.60E-09,5.28E-09,
127.4,104.1,146,102,88,70,3.26E-09,5.04E-09,
127.5,104,146,102,87.15,64.9,1.92E-09,6.21E-09,
127.6,103.75,146,102,87,64,1.82E-09,3.76E-09,
127.7,103.95,146,102,87,64,2.47E-09,2.77E-09,
127.8,103.95,146,102,87,64,2.55E-09,3.31E-09,
127.9,103.9,146,102,87,64,2.66E-09,3.02E-09,
128,104,146,102,87,64,1.29E-09,1.99E-09,
128.1,104.2,146,102,87,64,3.63E-09,3.94E-09,
128.2,103.8,146,102,87,64,4.52E-09,1.03E-08,
128.3,106,146,102,87,64,3.90E-09,4.26E-09,
128.4,103.1,146.4,102,86.6,63.6,2.27E-09,5.96E-09,
128.5,104.55,147,102,86,63,1.84E-09,4.39E-09,
128.6,92.95,147,102,86,63,2.46E-09,3.94E-09,
128.7,92.35,147,102,86,63,2.07E-09,3.18E-09,
128.8,91.25,147,102,86,63,1.74E-09,3.37E-09,
128.9,88.9,147,102,86,63,2.00E-09,3.20E-09,
129,121.4,147,102,86,63,2.88E-09,2.79E-09,
129.1,126.15,147,102,86,63,5.88E-09,1.09E-08,
129.2,108.8,147,102,86,63,3.67E-09,5.43E-09,
129.3,104.95,147.3,102,86,63.1,1.86E-09,4.89E-09,
129.4,102.9,150,102,86,64,1.90E-09,5.63E-09,
129.5,95.65,150,102,86,64,2.59E-09,3.13E-09,
129.6,92.7,150,102,86,64,1.87E-09,3.01E-09,
129.7,91.3,150,102,86,64,2.42E-09,2.34E-09,
129.8,88.95,150,102,86,64,2.21E-09,2.77E-09,
129.9,98.8,150,102,86,64,2.09E-09,3.25E-09,
130,140.15,150,102,86,64,5.59E-09,1.36E-08,
130.1,118.5,150,102,86,64,4.55E-09,8.51E-09,
130.2,105.75,150,102,86,64,2.81E-09,3.95E-09,
130.3,108,150,102,86,64.9,1.60E-09,5.27E-09,
130.4,98.95,150,102,86,65,2.20E-09,3.52E-09,
130.5,94.35,150,102,86,65,2.47E-09,4.08E-09,
130.6,92.4,150,102,86,65,2.15E-09,4.71E-09,
130.7,89.95,150,102,86,65,2.08E-09,2.84E-09,
130.8,88.3,150,102,86,65,2.72E-09,2.91E-09,
130.9,129.05,150,102,86,65,2.50E-09,4.40E-09,
131,122.65,150,102,86,65,6.45E-09,1.21E-08,
131.1,107.75,150,102,86,65,4.24E-09,6.50E-09,
131.2,105.2,149,102.5,87.5,64.5,2.90E-09,6.35E-09,
131.3,101.35,146.4,103,89,64,2.56E-09,7.30E-09,
131.4,94.05,146,103,89,64,2.07E-09,2.62E-09,
131.5,91.9,146,103,89,64,2.97E-09,3.80E-09,
131.6,90.55,146,103,89,64,2.23E-09,2.59E-09,
131.7,88.2,146,103,89,64,1.85E-09,3.49E-09,
131.8,114.1,146,103,89,64,2.60E-09,3.64E-09,
131.9,128.6,146,103,89,64,5.88E-09,9.70E-09,
132,107.3,146,103,89,64,3.48E-09,5.74E-09,
132.1,103.6,146.1,103.05,88.9,63.95,2.33E-09,3.77E-09,
132.2,102.85,148,104,87,63,2.37E-09,3.80E-09,
132.3,95.05,148,104,87,63,2.14E-09,3.01E-09,
132.4,92.6,148,104,87,63,2.26E-09,3.48E-09,
132.5,91.6,148,104,87,63,2.36E-09,3.78E-09,
132.6,89.35,148,104,87,63,1.58E-09,2.99E-09,
132.7,127.5,148,104,87,63,3.68E-09,5.33E-09,
132.8,124.7,148,104,87,63,5.26E-09,8.74E-09,
132.9,109.65,148,104,87,63,3.59E-09,5.71E-09,
133,105.65,148,104,87,63,1.75E-09,4.06E-09,
133.1,102,148,104,87,63,2.16E-09,4.26E-09,
133.2,94.75,149.4,103.3,87.7,64.4,2.18E-09,3.24E-09,
133.3,91.8,150,103,88,65,1.93E-09,3.65E-09,
133.4,90.2,150,103,88,65,2.66E-09,2.83E-09,
133.5,87.55,150,103,88,65,2.41E-09,2.85E-09,
133.6,116.1,150,103,88,65,3.13E-09,3.17E-09,
133.7,132.45,150,103,88,65,5.71E-09,1.37E-08,
133.8,115.35,150,103,88,65,4.30E-09,6.84E-09,
133.9,104.15,150,103,88,65,2.78E-09,3.65E-09,
134,105.1,147,103,87,68,2.35E-09,5.38E-09,
134.1,95.6,147,103,87,68,3.07E-09,4.42E-09,
134.2,92.2,147,103,87,68,2.56E-09,3.16E-09,
134.3,90.4,147,103,87,68,2.55E-09,3.68E-09,
134.4,88.05,147,103,87,68,2.28E-09,3.20E-09,
134.5,96.95,147,103,87,68,2.00E-09,3.10E-09,
134.6,137.95,147,103,87,68,4.59E-09,1.26E-08,
134.7,115.25,147,103,87,68,4.96E-09,8.02E-09,
134.8,102.8,147,103,87,68,3.09E-09,5.44E-09,
134.9,105.35,144.6,103,88.6,65.6,2.39E-09,6.37E-09,
135,96.65,144,103,89,65,2.74E-09,4.04E-09,
135.1,92.25,144,103,89,65,2.20E-09,3.50E-09,
135.2,90.25,144,103,89,65,2.12E-09,3.56E-09,
135.3,88.6,144,103,89,65,2.13E-09,3.02E-09,
135.4,90.75,144,103,89,65,2.22E-09,2.88E-09,
135.5,134.55,144,103,89,65,4.80E-09,1.48E-08,
135.6,111.15,144,103,89,65,4.17E-09,9.23E-09,
135.7,100,144,103,89,65,2.83E-09,4.16E-09,
135.8,104,144.5,103.5,88,64.5,1.67E-09,5.16E-09,
135.9,95.45,145,104,87,64,2.28E-09,4.08E-09,
136,91.5,145,104,87,64,2.43E-09,5.08E-09,
136.1,90.3,145,104,87,64,2.01E-09,3.21E-09,
136.2,89.05,145,104,87,64,2.20E-09,5.23E-09,
136.3,107.95,145,104,87,64,2.49E-09,4.44E-09,
136.4,131.5,145,104,87,64,4.77E-09,1.22E-08,
136.5,109.35,145,104,87,64,4.14E-09,9.02E-09,
136.6,102.65,145,104,87,64,2.36E-09,5.70E-09,
136.7,103.45,146.75,103.3,86.65,64.35,3.09E-09,5.11E-09,
136.8,95.1,150,102,86,65,2.14E-09,5.30E-09,
136.9,91.95,150,102,86,65,1.92E-09,3.99E-09,
137,91,150,102,86,65,2.31E-09,4.20E-09,
137.1,88.05,150,102,86,65,2.15E-09,4.11E-09,
137.2,121.05,150,102,86,65,2.80E-09,5.24E-09,
137.3,130.55,150,102,86,65,5.76E-09,9.76E-09,
137.4,114.55,150,102,86,65,5.05E-09,1.07E-08,
137.5,105.65,150,102,86,65,2.03E-09,5.14E-09,
137.6,104.85,150,101.3,86,67.8,2.76E-09,6.25E-09,
137.7,96.1,150,101,86,69,2.72E-09,3.67E-09,
137.8,93.05,150,101,86,69,2.67E-09,3.43E-09,
137.9,92.05,150,101,86,69,2.94E-09,4.60E-09,
138,88.75,150,101,86,69,2.87E-09,3.18E-09,
138.1,120.15,150,101,86,69,3.18E-09,4.63E-09,
138.2,130.35,150,101,86,69,6.73E-09,9.66E-09,
138.3,112.45,150,101,86,69,4.36E-09,1.29E-08,
138.4,105.25,150,101,86,69,2.64E-09,5.15E-09,
138.5,104.5,146.6,101.85,87.7,68.15,2.38E-09,4.76E-09,
138.6,95.7,146,102,88,68,2.48E-09,4.63E-09,
138.7,93.5,146,102,88,68,2.78E-09,5.03E-09,
138.8,92.1,146,102,88,68,2.43E-09,3.66E-09,
138.9,93.75,146,102,88,68,2.34E-09,4.02E-09,
139,136.35,146,102,88,68,4.01E-09,1.35E-08,
139.1,114.75,146,102,88,68,4.71E-09,7.51E-09,
139.2,102.55,146,102,88,68,3.50E-09,7.12E-09,
139.3,106.8,146,102,88,68,2.03E-09,4.18E-09,
139.4,97.75,146.45,103.35,88,67.55,2.32E-09,5.60E-09,
139.5,93.45,147,105,88,67,2.24E-09,3.71E-09,
139.6,92.1,147,105,88,67,2.53E-09,3.04E-09,
139.7,89.65,147,105,88,67,2.32E-09,4.06E-09,
139.8,125.15,147,105,88,67,3.28E-09,8.92E-09,
139.9,124.25,147,105,88,67,6.26E-09,7.29E-09,
140,107.4,147,105,88,67,3.97E-09,5.53E-09,
140.1,107.1,147,105,88,67,2.30E-09,6.33E-09,
140.2,102.65,148.4,105.35,88,68.05,2.72E-09,5.39E-09,
140.3,95.45,151,106,88,70,3.10E-09,5.05E-09,
140.4,94.2,151,106,88,70,2.08E-09,3.29E-09,
140.5,92.3,151,106,88,70,2.54E-09,4.37E-09,
140.6,126.05,151,106,88,70,3.10E-09,6.96E-09,
140.7,129.5,151,106,88,70,5.36E-09,1.40E-08,
140.8,112.1,151,106,88,70,4.72E-09,8.14E-09,
140.9,107.4,151,106,88,70,3.42E-09,4.61E-09,
141,104.15,151,106,88,70,2.55E-09,6.36E-09,
141.1,96,152.9,104.1,88.95,70.95,2.35E-09,5.18E-09,
141.2,93.2,153,104,89,71,3.11E-09,3.69E-09,
141.3,91.7,153,104,89,71,2.62E-09,4.44E-09,
141.4,93.3,153,104,89,71,2.84E-09,3.28E-09,
141.5,141.85,153,104,89,71,4.55E-09,6.68E-09,
141.6,123.2,153,104,89,71,4.84E-09,1.29E-08,
141.7,109.65,153,104,89,71,3.88E-09,6.53E-09,
141.8,109.95,153,104,89,71,2.61E-09,4.76E-09,
141.9,101.85,153,105.9,89,74.8,2.57E-09,5.39E-09,
142,96.1,153,106,89,75,2.84E-09,4.09E-09,
142.1,94.2,153,106,89,75,2.43E-09,3.46E-09,
142.2,92.15,153,106,89,75,1.33E-09,4.25E-09,
142.3,97.75,153,106,89,75,2.39E-09,3.81E-09,
142.4,143.05,153,106,89,75,6.72E-09,1.13E-08,
142.5,121.25,153,106,89,75,4.67E-09,7.58E-09,
142.6,107.2,153,106,89,75,3.33E-09,7.50E-09,
142.7,109.8,152.1,106,89.9,73.2,1.76E-09,5.86E-09,
142.8,100.2,150,106,92,69,2.66E-09,5.07E-09,
142.9,95.65,150,106,92,69,2.60E-09,2.96E-09,
143,93.9,150,106,92,69,2.76E-09,3.78E-09,
143.1,92.05,150,106,92,69,2.01E-09,2.87E-09,
143.2,94.25,150,106,92,69,2.68E-09,2.67E-09,
143.3,139.7,150,106,92,69,4.96E-09,1.27E-08,
143.4,116.85,150,106,92,69,4.81E-09,7.11E-09,
143.5,104.55,150,106,92,69,2.85E-09,6.20E-09,
143.6,108.45,149.6,106.4,90.8,68.2,2.42E-09,5.42E-09,
143.7,99.3,149,107,89,67,2.22E-09,3.48E-09,
143.8,94.45,149,107,89,67,2.49E-09,3.62E-09,
143.9,93.25,149,107,89,67,1.82E-09,3.59E-09,
144,91.2,149,107,89,67,1.97E-09,3.37E-09,
144.1,105.5,149,107,89,67,1.97E-09,2.81E-09,
144.2,136,149,107,89,67,6.11E-09,1.19E-08,
144.3,112,149,107,89,67,3.65E-09,9.28E-09,
144.4,104.45,149,107,89,67,2.01E-09,3.68E-09,
144.5,106.65,149,107,89,67,3.39E-09,4.49E-09,
144.6,97.3,149.1,106.9,89.1,66.9,2.71E-09,4.14E-09,
144.7,94.55,150,106,90,66,2.81E-09,4.05E-09,
144.8,92.9,150,106,90,66,2.62E-09,3.76E-09,
144.9,93.1,150,106,90,66,2.19E-09,3.45E-09,
145,138.15,150,106,90,66,4.64E-09,9.20E-09,
145.1,122.05,150,106,90,66,4.93E-09,9.88E-09,
145.2,108.2,150,106,90,66,4.52E-09,4.73E-09,
145.3,109.25,150,106,90,66,2.18E-09,6.30E-09,
145.4,101.3,151.8,105.4,90,67.8,2.46E-09,4.75E-09,
145.5,95.35,153,105,90,69,2.43E-09,3.00E-09,
145.6,93.2,153,105,90,69,2.19E-09,4.70E-09,
145.7,91.45,153,105,90,69,2.42E-09,3.69E-09,
145.8,96.35,153,105,90,69,2.46E-09,3.48E-09,
145.9,142.8,153,105,90,69,4.43E-09,1.39E-08,
146,121.2,153,105,90,69,4.99E-09,8.44E-09,
146.1,107.7,153,105,90,69,3.51E-09,6.55E-09,
146.2,109.7,152.75,105,90,69.75,2.13E-09,6.43E-09,
146.3,100.7,152,105,90,72,2.86E-09,3.98E-09,
146.4,95.65,152,105,90,72,2.80E-09,3.82E-09,
146.5,93.8,152,105,90,72,2.18E-09,3.63E-09,
146.6,91.85,152,105,90,72,2.39E-09,2.87E-09,
146.7,98.8,152,105,90,72,2.10E-09,4.74E-09,
146.8,141.45,152,105,90,72,5.16E-09,1.19E-08,
146.9,118.75,152,105,90,72,5.20E-09,7.61E-09,
147,105.35,152,105,90,72,3.28E-09,5.04E-09,
147.1,108.1,151.2,105.4,90.4,70.4,2.29E-09,4.87E-09,
147.2,98.7,150,106,91,68,2.25E-09,4.86E-09,
147.3,94,150,106,91,68,2.82E-09,4.63E-09,
147.4,92.75,150,106,91,68,1.92E-09,3.30E-09,
147.5,91.05,150,106,91,68,1.68E-09,3.97E-09,
147.6,96.55,150,106,91,68,2.43E-09,2.40E-09,
147.7,140.4,150,106,91,68,4.62E-09,1.14E-08,
147.8,116.45,150,106,91,68,5.84E-09,9.54E-09,
147.9,104.1,150,106,91,68,3.74E-09,5.66E-09,
148,108.25,150,106.45,90.1,67.55,2.47E-09,5.37E-09,
148.1,99.1,150,107,89,67,2.60E-09,4.70E-09,
148.2,94.35,150,107,89,67,2.36E-09,4.30E-09,
148.3,92.75,150,107,89,67,2.72E-09,4.33E-09,
148.4,91.5,150,107,89,67,1.83E-09,3.55E-09,
148.5,90.6,150,107,89,67,2.51E-09,3.41E-09,
148.6,134.55,150,107,89,67,4.35E-09,6.11E-09,
148.7,114.1,150,107,89,67,4.55E-09,1.08E-08,
148.8,101.65,150,107,89,67,2.64E-09,5.60E-09,
148.9,105.2,148.4,106.2,89.4,66.6,2.18E-09,5.70E-09,
149,96.8,145.6,105,90,66,1.71E-09,5.46E-09,
149.1,92.5,145,105,90,66,2.75E-09,2.78E-09,
149.2,90.8,145,105,90,66,2.33E-09,2.55E-09,
149.3,89.25,145,105,90,66,2.33E-09,4.26E-09,
149.4,91.6,145,105,90,66,2.71E-09,3.08E-09,
149.5,135.6,145,105,90,66,5.53E-09,1.31E-08,
149.6,111.95,145,105,90,66,5.11E-09,7.03E-09,
149.7,100.85,145,105,90,66,3.28E-09,5.35E-09,
149.8,104.75,145,105,90,66,2.65E-09,5.42E-09,
149.9,95.65,146.7,104.15,90,65.15,2.28E-09,5.26E-09,
150,90.85,147,104,90,65,2.44E-09,3.73E-09,
